Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
2316,framesdb/images,frame_karegvbsmdzp92ym.jpg,"[610, 361]","[107, 112, 173, 206]",['Engagement'],"[5, 3, 4]",Male,Adult
2317,mscoco/images,COCO_train2014_000000458093.jpg,"[640, 427]","[310, 94, 399, 422]","['Anticipation', 'Engagement', 'Excitement']","[8, 7, 7]",Male,Adult
2318,mscoco/images,COCO_train2014_000000458093.jpg,"[640, 427]","[135, 191, 238, 409]","['Engagement', 'Excitement']","[5, 7, 7]",Male,Adult
2319,mscoco/images,COCO_train2014_000000260838.jpg,"[640, 458]","[392, 69, 499, 337]",['Sensitivity'],"[3, 4, 3]",Male,Adult
2320,mscoco/images,COCO_train2014_000000506555.jpg,"[640, 353]","[293, 10, 407, 176]",['Engagement'],"[3, 3, 4]",Male,Kid
2321,mscoco/images,COCO_train2014_000000506555.jpg,"[640, 353]","[354, 207, 528, 352]",['Engagement'],"[6, 6, 4]",Male,Kid
2322,mscoco/images,COCO_train2014_000000398744.jpg,"[640, 430]","[250, 113, 553, 424]","['Anticipation', 'Disquietment', 'Engagement']","[6, 5, 7]",Female,Adult
2323,mscoco/images,COCO_train2014_000000521218.jpg,"[543, 640]","[146, 41, 443, 515]",['Excitement'],"[6, 4, 7]",Male,Adult
2324,ade20k/images,sun_bxjswtrvottvvbee.jpg,"[1600, 1066]","[46, 93, 688, 1064]","['Excitement', 'Happiness']","[7, 4, 6]",Female,Adult
2325,ade20k/images,sun_bxjswtrvottvvbee.jpg,"[1600, 1066]","[1016, 62, 1510, 923]","['Happiness', 'Peace']","[7, 4, 6]",Female,Adult
2326,framesdb/images,frame_bhe727bgkptc5w89.jpg,"[620, 434]","[396, 75, 481, 185]","['Confidence', 'Engagement']","[5, 3, 3]",Male,Adult
2327,framesdb/images,frame_bhe727bgkptc5w89.jpg,"[620, 434]","[69, 92, 210, 406]","['Anticipation', 'Engagement', 'Happiness']","[6, 4, 3]",Male,Adult
2328,emodb_small/images,bj8xqz4woioftj7bay.jpg,"[300, 200]","[1, 0, 201, 200]","['Anticipation', 'Doubt/Confusion']","[3, 4, 5]",Male,Adult
2329,mscoco/images,COCO_train2014_000000008639.jpg,"[640, 426]","[139, 184, 426, 379]","['Happiness', 'Peace', 'Sensitivity']","[7, 9, 9]",Female,Adult
2330,mscoco/images,COCO_val2014_000000202843.jpg,"[640, 426]","[255, 161, 389, 409]","['Anticipation', 'Engagement', 'Excitement']","[6, 2, 9]",Male,Adult
2331,mscoco/images,COCO_val2014_000000202843.jpg,"[640, 426]","[509, 153, 605, 398]",['Engagement'],"[6, 6, 8]",Male,Adult
2332,mscoco/images,COCO_train2014_000000142824.jpg,"[640, 480]","[440, 91, 537, 352]","['Anticipation', 'Engagement']","[6, 5, 5]",Male,Adult
2333,mscoco/images,COCO_train2014_000000281227.jpg,"[640, 480]","[231, 92, 477, 478]",['Yearning'],"[8, 8, 8]",Male,Adult
2334,mscoco/images,COCO_train2014_000000403737.jpg,"[640, 426]","[287, 217, 457, 348]","['Confidence', 'Excitement', 'Happiness']","[7, 7, 8]",Female,Adult
2335,mscoco/images,COCO_train2014_000000549256.jpg,"[375, 500]","[111, 159, 250, 363]",['Esteem'],"[6, 4, 7]",Male,Adult
2336,framesdb/images,frame_jlpygqnuor7w0fgs.jpg,"[2448, 3264]","[1330, 773, 2006, 2723]","['Engagement', 'Happiness', 'Peace']","[7, 7, 7]",Male,Adult
2337,framesdb/images,frame_jlpygqnuor7w0fgs.jpg,"[2448, 3264]","[565, 1184, 1374, 2830]",['Happiness'],"[7, 7, 6]",Male,Adult
2338,mscoco/images,COCO_train2014_000000436538.jpg,"[427, 640]","[297, 22, 416, 217]","['Disconnection', 'Engagement']","[7, 5, 9]",Female,Adult
2339,framesdb/images,frame_ikdfyavtmuvqjss4.jpg,"[2207, 1104]","[655, 1, 2175, 1098]",['Engagement'],"[5, 7, 8]",Male,Adult
2340,framesdb/images,frame_auewvd9afuxou4bt.jpg,"[3264, 2448]","[1246, 1084, 3263, 2430]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[5, 7, 6]",Male,Adult
2341,framesdb/images,frame_auewvd9afuxou4bt.jpg,"[3264, 2448]","[944, 861, 1467, 2341]","['Anticipation', 'Engagement', 'Happiness']","[6, 3, 3]",Female,Adult
2342,mscoco/images,COCO_train2014_000000052219.jpg,"[640, 411]","[131, 72, 314, 300]","['Disconnection', 'Engagement', 'Sensitivity']","[6, 4, 10]",Female,Teenager
2343,mscoco/images,COCO_train2014_000000066301.jpg,"[480, 640]","[122, 18, 326, 331]","['Engagement', 'Happiness']","[6, 4, 6]",Female,Teenager
2344,emodb_small/images,6ewmmst4ikyt2ec2hw.jpg,"[266, 400]","[61, 24, 266, 272]","['Confidence', 'Fatigue', 'Peace']","[1, 1, 1]",Female,Teenager
2345,mscoco/images,COCO_train2014_000000430521.jpg,"[640, 512]","[249, 23, 406, 506]",['Engagement'],"[6, 5, 9]",Female,Teenager
2346,mscoco/images,COCO_train2014_000000430521.jpg,"[640, 512]","[97, 79, 262, 501]",['Happiness'],"[7, 4, 7]",Female,Kid
2347,mscoco/images,COCO_train2014_000000174470.jpg,"[640, 427]","[343, 65, 528, 399]",['Confidence'],"[5, 5, 4]",Female,Adult
2348,mscoco/images,COCO_val2014_000000567562.jpg,"[600, 450]","[244, 49, 385, 223]","['Anticipation', 'Embarrassment', 'Surprise', 'Sympathy']","[7, 2, 9]",Female,Adult
2349,mscoco/images,COCO_train2014_000000514693.jpg,"[640, 556]","[294, 127, 469, 554]","['Affection', 'Anticipation', 'Happiness', 'Pleasure']","[5, 4, 5]",Female,Teenager
2350,mscoco/images,COCO_train2014_000000438600.jpg,"[640, 427]","[195, 16, 405, 426]",['Disconnection'],"[6, 5, 7]",Female,Adult
2351,mscoco/images,COCO_train2014_000000118934.jpg,"[640, 433]","[412, 135, 570, 395]",['Anticipation'],"[6, 7, 9]",Male,Kid
2352,framesdb/images,frame_lb5icvrlpldevw9n.jpg,"[896, 672]","[486, 325, 857, 646]","['Anticipation', 'Engagement', 'Peace']","[5, 7, 7]",Male,Teenager
2353,framesdb/images,frame_lb5icvrlpldevw9n.jpg,"[896, 672]","[267, 116, 392, 244]","['Doubt/Confusion', 'Engagement', 'Excitement']","[6, 3, 6]",Male,Kid
2354,framesdb/images,frame_lb5icvrlpldevw9n.jpg,"[896, 672]","[25, 181, 406, 364]",['Engagement'],"[7, 4, 8]",Male,Kid
2355,mscoco/images,COCO_train2014_000000297880.jpg,"[640, 426]","[112, 28, 572, 417]",['Happiness'],"[6, 5, 7]",Male,Adult
2356,mscoco/images,COCO_train2014_000000534637.jpg,"[640, 480]","[286, 161, 410, 388]","['Engagement', 'Happiness']","[8, 9, 4]",Male,Kid
2357,framesdb/images,frame_53zzro0ri5tnc8ng.jpg,"[600, 423]","[117, 22, 270, 395]","['Excitement', 'Happiness']","[5, 6, 6]",Female,Kid
2358,mscoco/images,COCO_val2014_000000130812.jpg,"[334, 500]","[128, 69, 319, 198]","['Anticipation', 'Engagement']","[8, 10, 10]",Male,Adult
2359,framesdb/images,frame_a8fbmxdln3g2poie.jpg,"[725, 484]","[286, 57, 724, 459]",['Pleasure'],"[4, 2, 10]",Male,Adult
2360,emodb_small/images,eicizjamovv03k3xcj.jpg,"[768, 1024]","[170, 67, 742, 734]","['Anger', 'Annoyance', 'Disquietment', 'Embarrassment', 'Sensitivity', 'Suffering']","[2, 3, 2]",Female,Adult
2361,emodb_small/images,h8bw4jiqgnkuknqw65.jpg,"[216, 330]","[1, 10, 181, 215]","['Engagement', 'Excitement', 'Happiness']","[7, 5, 4]",Male,Adult
2362,emodb_small/images,h8bw4jiqgnkuknqw65.jpg,"[216, 330]","[124, 30, 216, 213]","['Engagement', 'Excitement', 'Happiness']","[8, 5, 2]",Female,Adult
2363,mscoco/images,COCO_train2014_000000366048.jpg,"[640, 368]","[219, 133, 486, 362]","['Aversion', 'Sympathy']","[7, 8, 8]",Male,Adult
2364,mscoco/images,COCO_val2014_000000055528.jpg,"[640, 480]","[144, 5, 544, 474]",['Surprise'],"[8, 6, 9]",Male,Teenager
2365,mscoco/images,COCO_train2014_000000281177.jpg,"[640, 424]","[190, 224, 372, 383]","['Anticipation', 'Confidence', 'Disconnection', 'Disquietment']","[7, 8, 7]",Female,Adult
2366,mscoco/images,COCO_train2014_000000281177.jpg,"[640, 424]","[179, 113, 345, 365]",['Yearning'],"[5, 4, 7]",Female,Adult
2367,mscoco/images,COCO_train2014_000000292257.jpg,"[640, 426]","[355, 230, 559, 394]",['Anticipation'],"[7, 8, 6]",Male,Adult
2368,mscoco/images,COCO_train2014_000000292257.jpg,"[640, 426]","[146, 142, 333, 387]","['Anticipation', 'Confidence', 'Engagement']","[5, 7, 7]",Male,Adult
2369,mscoco/images,COCO_train2014_000000027307.jpg,"[640, 427]","[88, 47, 188, 279]",['Doubt/Confusion'],"[7, 10, 10]",Male,Adult
2370,framesdb/images,frame_h5s6co5aguuad887.jpg,"[550, 412]","[250, 223, 321, 411]",['Doubt/Confusion'],"[5, 6, 6]",Male,Adult
2371,framesdb/images,frame_h5s6co5aguuad887.jpg,"[550, 412]","[83, 254, 135, 388]",['Engagement'],"[6, 3, 4]",Male,Adult
2372,mscoco/images,COCO_train2014_000000090169.jpg,"[640, 478]","[20, 52, 225, 477]","['Anticipation', 'Confidence']","[6, 7, 6]",Female,Kid
2373,mscoco/images,COCO_train2014_000000498015.jpg,"[500, 380]","[166, 68, 286, 229]",['Happiness'],"[8, 3, 7]",Male,Adult
2374,mscoco/images,COCO_train2014_000000498015.jpg,"[500, 380]","[163, 168, 315, 374]","['Engagement', 'Excitement', 'Happiness']","[6, 5, 5]",Female,Teenager
2375,mscoco/images,COCO_train2014_000000077236.jpg,"[640, 429]","[301, 184, 536, 415]","['Engagement', 'Peace']","[6, 4, 7]",Male,Kid
2376,framesdb/images,frame_k16i7cajeywxvgfe.jpg,"[1080, 480]","[772, 113, 1076, 439]",['Happiness'],"[5, 3, 4]",Female,Adult
2377,framesdb/images,frame_k16i7cajeywxvgfe.jpg,"[1080, 480]","[270, 63, 738, 470]","['Anticipation', 'Engagement', 'Peace']","[6, 6, 6]",Male,Adult
2378,framesdb/images,frame_12fl2na3t43c8ptl.jpg,"[518, 336]","[53, 70, 196, 335]",['Engagement'],"[5, 5, 9]",Male,Teenager
2379,framesdb/images,frame_12fl2na3t43c8ptl.jpg,"[518, 336]","[163, 38, 317, 335]",['Engagement'],"[4, 8, 8]",Male,Adult
2380,framesdb/images,frame_12fl2na3t43c8ptl.jpg,"[518, 336]","[294, 98, 398, 290]","['Confidence', 'Engagement']","[4, 9, 7]",Male,Teenager
2381,framesdb/images,frame_12fl2na3t43c8ptl.jpg,"[518, 336]","[385, 88, 453, 258]","['Anticipation', 'Confidence', 'Disquietment', 'Esteem', 'Fatigue', 'Pain']","[5, 2, 8]",Male,Teenager
2382,mscoco/images,COCO_train2014_000000441461.jpg,"[640, 428]","[493, 121, 596, 370]",['Sympathy'],"[10, 7, 8]",Male,Adult
2383,mscoco/images,COCO_train2014_000000441461.jpg,"[640, 428]","[147, 137, 307, 363]","['Affection', 'Happiness', 'Sympathy']","[7, 8, 4]",Male,Adult
2384,mscoco/images,COCO_train2014_000000441461.jpg,"[640, 428]","[278, 113, 413, 377]",['Happiness'],"[7, 7, 5]",Male,Adult
2385,mscoco/images,COCO_train2014_000000487322.jpg,"[640, 514]","[176, 108, 495, 351]",['Engagement'],"[7, 5, 4]",Male,Kid
2386,mscoco/images,COCO_train2014_000000082936.jpg,"[640, 428]","[72, 92, 506, 427]","['Engagement', 'Happiness', 'Pleasure']","[6, 5, 7]",Female,Adult
2387,mscoco/images,COCO_train2014_000000478809.jpg,"[640, 427]","[290, 68, 451, 419]","['Anticipation', 'Fear']","[5, 6, 4]",Male,Teenager
2388,mscoco/images,COCO_train2014_000000333920.jpg,"[640, 428]","[269, 107, 405, 358]","['Confidence', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Adult
2389,mscoco/images,COCO_val2014_000000077544.jpg,"[612, 612]","[238, 168, 391, 526]","['Anticipation', 'Esteem', 'Sympathy']","[7, 6, 6]",Male,Kid
2390,mscoco/images,COCO_val2014_000000077544.jpg,"[612, 612]","[131, 93, 305, 530]","['Anticipation', 'Esteem', 'Sympathy']","[6, 5, 8]",Male,Adult
2391,mscoco/images,COCO_val2014_000000077544.jpg,"[612, 612]","[345, 115, 540, 600]","['Affection', 'Happiness', 'Peace']","[7, 7, 7]",Female,Adult
2392,mscoco/images,COCO_train2014_000000382664.jpg,"[640, 160]","[354, 24, 445, 124]",['Engagement'],"[6, 8, 7]",Male,Adult
2393,mscoco/images,COCO_train2014_000000078977.jpg,"[500, 375]","[208, 75, 405, 309]","['Excitement', 'Pleasure']","[6, 7, 7]",Male,Kid
2394,mscoco/images,COCO_train2014_000000412687.jpg,"[640, 480]","[243, 43, 403, 318]",['Anticipation'],"[7, 8, 7]",Male,Adult
2395,mscoco/images,COCO_train2014_000000444467.jpg,"[500, 335]","[56, 107, 274, 330]","['Affection', 'Excitement', 'Pleasure', 'Sympathy']","[7, 6, 6]",Female,Adult
2396,framesdb/images,frame_7beee6bx50hfh5wt.jpg,"[920, 664]","[31, 91, 507, 612]","['Esteem', 'Sympathy']","[7, 4, 7]",Female,Adult
2397,mscoco/images,COCO_val2014_000000479477.jpg,"[640, 427]","[321, 173, 426, 385]","['Anticipation', 'Engagement', 'Excitement']","[4, 10, 7]",Male,Adult
2398,mscoco/images,COCO_val2014_000000053952.jpg,"[500, 333]","[243, 69, 365, 218]","['Anticipation', 'Engagement', 'Pleasure']","[5, 5, 6]",Male,Adult
2399,mscoco/images,COCO_train2014_000000055237.jpg,"[640, 506]","[13, 56, 242, 408]",['Happiness'],"[8, 7, 8]",Female,Adult
2400,mscoco/images,COCO_train2014_000000055237.jpg,"[640, 506]","[245, 61, 447, 285]",['Engagement'],"[6, 7, 5]",Male,Adult
2401,mscoco/images,COCO_train2014_000000055237.jpg,"[640, 506]","[225, 192, 410, 426]","['Affection', 'Peace', 'Pleasure']","[8, 6, 7]",Male,Adult
2402,mscoco/images,COCO_train2014_000000055237.jpg,"[640, 506]","[13, 218, 207, 497]","['Happiness', 'Pleasure']","[7, 7, 7]",Female,Adult
2403,mscoco/images,COCO_train2014_000000055237.jpg,"[640, 506]","[407, 153, 608, 422]","['Happiness', 'Pleasure']","[8, 4, 7]",Male,Adult
2404,mscoco/images,COCO_val2014_000000498997.jpg,"[640, 425]","[19, 53, 297, 421]","['Engagement', 'Peace']","[6, 4, 7]",Male,Adult
2405,mscoco/images,COCO_train2014_000000574755.jpg,"[640, 425]","[38, 129, 259, 424]",['Engagement'],"[6, 4, 6]",Male,Adult
2406,mscoco/images,COCO_train2014_000000574755.jpg,"[640, 425]","[211, 103, 326, 295]",['Engagement'],"[6, 4, 7]",Male,Adult
2407,mscoco/images,COCO_train2014_000000574755.jpg,"[640, 425]","[482, 98, 594, 295]","['Confidence', 'Engagement']","[6, 6, 7]",Male,Adult
2408,framesdb/images,frame_628fmdsr2h9g7v50.jpg,"[964, 612]","[322, 353, 436, 611]",['Engagement'],"[8, 3, 8]",Male,Adult
2409,mscoco/images,COCO_train2014_000000488138.jpg,"[640, 427]","[43, 45, 361, 395]","['Doubt/Confusion', 'Sadness', 'Suffering']","[3, 2, 2]",Male,Adult
2410,framesdb/images,frame_14ll2kcm9lbzbrfs.jpg,"[750, 753]","[283, 237, 428, 642]",['Peace'],"[4, 4, 9]",Male,Adult
2411,framesdb/images,frame_17viigc0oxww9lfe.jpg,"[450, 320]","[14, 7, 275, 309]",['Engagement'],"[5, 2, 9]",Male,Adult
2412,mscoco/images,COCO_train2014_000000162475.jpg,"[640, 480]","[169, 142, 303, 429]","['Engagement', 'Peace']","[5, 3, 6]",Male,Adult
2413,framesdb/images,frame_0b5d9vfe2thyr89v.jpg,"[595, 440]","[270, 55, 562, 409]",['Engagement'],"[7, 7, 5]",Male,Adult
2414,mscoco/images,COCO_train2014_000000336291.jpg,"[640, 427]","[383, 26, 502, 263]",['Engagement'],"[6, 6, 7]",Male,Adult
2415,mscoco/images,COCO_train2014_000000097218.jpg,"[640, 480]","[17, 242, 229, 473]","['Engagement', 'Esteem']","[7, 7, 10]",Male,Adult
2416,mscoco/images,COCO_train2014_000000286149.jpg,"[640, 640]","[312, 132, 481, 412]",['Peace'],"[6, 5, 7]",Female,Kid
2417,framesdb/images,frame_c01i8o44v8oanrgh.jpg,"[450, 320]","[176, 56, 328, 254]","['Anticipation', 'Engagement', 'Happiness']","[7, 3, 3]",Female,Adult
2418,mscoco/images,COCO_val2014_000000487375.jpg,"[640, 480]","[344, 154, 569, 385]","['Happiness', 'Peace', 'Pleasure']","[6, 5, 7]",Female,Adult
2419,mscoco/images,COCO_train2014_000000197503.jpg,"[640, 480]","[154, 198, 310, 411]","['Engagement', 'Fatigue']","[4, 7, 7]",Male,Kid
2420,mscoco/images,COCO_train2014_000000197503.jpg,"[640, 480]","[310, 60, 478, 405]",['Doubt/Confusion'],"[6, 4, 6]",Male,Adult
2421,mscoco/images,COCO_train2014_000000547635.jpg,"[640, 426]","[158, 119, 450, 420]","['Happiness', 'Pleasure']","[7, 4, 4]",Male,Kid
2422,framesdb/images,frame_ij267bt9066dqu9j.jpg,"[540, 360]","[245, 115, 288, 274]",['Engagement'],"[5, 5, 6]",Male,Adult
2423,mscoco/images,COCO_train2014_000000348299.jpg,"[640, 426]","[364, 56, 536, 424]","['Engagement', 'Excitement', 'Happiness']","[7, 4, 7]",Female,Adult
2424,mscoco/images,COCO_train2014_000000348299.jpg,"[640, 426]","[277, 192, 439, 416]",['Yearning'],"[6, 5, 5]",Male,Kid
2425,framesdb/images,frame_5od5xx2o9itxc11a.jpg,"[625, 417]","[203, 16, 561, 416]",['Engagement'],"[8, 3, 8]",Male,Adult
2426,framesdb/images,frame_5d9hljpv88l51u50.jpg,"[1600, 1200]","[1301, 393, 1562, 848]",['Engagement'],"[5, 5, 6]",Male,Adult
2427,framesdb/images,frame_5d9hljpv88l51u50.jpg,"[1600, 1200]","[315, 316, 500, 879]",['Engagement'],"[5, 3, 7]",Male,Adult
2428,framesdb/images,frame_570o1hf9mtfc0ad5.jpg,"[800, 519]","[659, 258, 702, 419]",['Engagement'],"[5, 5, 6]",Female,Adult
2429,framesdb/images,frame_570o1hf9mtfc0ad5.jpg,"[800, 519]","[450, 278, 523, 362]",['Disconnection'],"[5, 6, 6]",Male,Adult
2430,ade20k/images,sun_dcenigqtsogapzwe.jpg,"[400, 711]","[222, 102, 307, 316]",['Anticipation'],"[6, 5, 4]",Male,Adult
2431,ade20k/images,sun_dcenigqtsogapzwe.jpg,"[400, 711]","[269, 57, 376, 380]",['Anticipation'],"[5, 4, 6]",Male,Adult
2432,ade20k/images,sun_dcenigqtsogapzwe.jpg,"[400, 711]","[2, 229, 144, 499]",['Anticipation'],"[5, 4, 6]",Male,Adult
2433,mscoco/images,COCO_train2014_000000104099.jpg,"[423, 640]","[190, 104, 315, 321]","['Confidence', 'Engagement']","[6, 8, 6]",Male,Adult
2434,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[561, 214, 614, 416]","['Excitement', 'Happiness']","[7, 6, 5]",Male,Adult
2435,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[482, 224, 552, 401]","['Excitement', 'Happiness']","[7, 6, 7]",Male,Adult
2436,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[132, 204, 209, 395]","['Excitement', 'Happiness']","[5, 3, 2]",Male,Adult
2437,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[194, 209, 252, 404]",['Happiness'],"[8, 7, 7]",Male,Adult
2438,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[35, 185, 129, 444]",['Happiness'],"[8, 7, 7]",Male,Adult
2439,framesdb/images,frame_foi6ywizfebwwyn6.jpg,"[717, 479]","[434, 211, 479, 410]",['Happiness'],"[7, 6, 3]",Male,Adult
2440,mscoco/images,COCO_train2014_000000339384.jpg,"[640, 426]","[102, 165, 235, 400]","['Esteem', 'Excitement']","[7, 8, 9]",Male,Adult
2441,mscoco/images,COCO_train2014_000000398901.jpg,"[640, 478]","[453, 20, 547, 374]","['Anticipation', 'Happiness']","[6, 5, 9]",Male,Adult
2442,mscoco/images,COCO_train2014_000000398901.jpg,"[640, 478]","[14, 56, 109, 392]","['Confidence', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']","[7, 3, 8]",Male,Adult
2443,mscoco/images,COCO_train2014_000000398901.jpg,"[640, 478]","[528, 50, 631, 348]",['Confidence'],"[6, 1, 9]",Male,Teenager
2444,mscoco/images,COCO_val2014_000000573223.jpg,"[640, 428]","[382, 24, 539, 419]","['Anticipation', 'Disquietment', 'Engagement']","[6, 4, 6]",Female,Kid
2445,mscoco/images,COCO_train2014_000000126067.jpg,"[640, 425]","[323, 171, 428, 387]",['Engagement'],"[6, 4, 6]",Male,Kid
2446,mscoco/images,COCO_train2014_000000126067.jpg,"[640, 425]","[164, 168, 287, 345]",['Engagement'],"[6, 7, 6]",Female,Adult
2447,mscoco/images,COCO_train2014_000000177182.jpg,"[640, 485]","[360, 64, 447, 373]","['Happiness', 'Pleasure', 'Sympathy']","[8, 5, 6]",Male,Adult
2448,mscoco/images,COCO_train2014_000000177182.jpg,"[640, 485]","[94, 54, 193, 343]",['Happiness'],"[7, 9, 8]",Male,Adult
2449,mscoco/images,COCO_train2014_000000328412.jpg,"[581, 640]","[193, 34, 357, 537]",['Anticipation'],"[6, 8, 7]",Male,Adult
2450,mscoco/images,COCO_train2014_000000236177.jpg,"[640, 576]","[198, 20, 478, 568]",['Yearning'],"[6, 7, 6]",Male,Adult
2451,framesdb/images,frame_bo1wqrlxw4qt9v64.jpg,"[403, 594]","[85, 26, 342, 593]","['Anticipation', 'Engagement', 'Happiness']","[6, 6, 7]",Male,Adult
2452,mscoco/images,COCO_train2014_000000262917.jpg,"[640, 480]","[259, 58, 453, 276]","['Anticipation', 'Engagement', 'Excitement']","[5, 7, 7]",Male,Adult
2453,mscoco/images,COCO_train2014_000000015394.jpg,"[640, 480]","[195, 158, 388, 440]","['Confidence', 'Engagement']","[6, 9, 9]",Male,Adult
2454,mscoco/images,COCO_train2014_000000315462.jpg,"[640, 378]","[156, 127, 297, 348]",['Yearning'],"[6, 7, 6]",Male,Adult
2455,mscoco/images,COCO_train2014_000000322080.jpg,"[612, 612]","[28, 81, 228, 326]",['Esteem'],"[6, 6, 6]",Male,Teenager
2456,mscoco/images,COCO_train2014_000000322080.jpg,"[612, 612]","[185, 83, 322, 301]","['Engagement', 'Pleasure']","[6, 7, 6]",Male,Adult
2457,mscoco/images,COCO_train2014_000000226374.jpg,"[640, 429]","[273, 57, 468, 319]",['Yearning'],"[5, 4, 7]",Female,Adult
2458,mscoco/images,COCO_train2014_000000200221.jpg,"[640, 427]","[265, 20, 480, 327]","['Happiness', 'Surprise']","[6, 8, 10]",Male,Adult
2459,framesdb/images,frame_8vcd42b4o6k76sv6.jpg,"[500, 333]","[404, 139, 462, 255]",['Disconnection'],"[4, 4, 6]",Male,Adult
2460,framesdb/images,frame_8vcd42b4o6k76sv6.jpg,"[500, 333]","[222, 133, 272, 251]","['Engagement', 'Surprise']","[4, 4, 8]",Male,Adult
2461,framesdb/images,frame_8vcd42b4o6k76sv6.jpg,"[500, 333]","[344, 134, 409, 227]",['Engagement'],"[4, 5, 6]",Male,Adult
2462,mscoco/images,COCO_train2014_000000124805.jpg,"[640, 427]","[186, 36, 329, 426]","['Anticipation', 'Happiness']","[6, 7, 6]",Male,Adult
2463,mscoco/images,COCO_train2014_000000505479.jpg,"[480, 319]","[214, 104, 442, 312]","['Confidence', 'Pleasure']","[8, 6, 8]",Female,Teenager
2464,emodb_small/images,eibhnbl82t00r46ufk.jpg,"[291, 360]","[2, 0, 291, 286]","['Disapproval', 'Engagement', 'Fatigue']","[3, 4, 4]",Male,Kid
2465,mscoco/images,COCO_train2014_000000347167.jpg,"[640, 424]","[19, 31, 189, 183]","['Anticipation', 'Engagement', 'Esteem']","[7, 7, 7]",Female,Adult
2466,mscoco/images,COCO_train2014_000000094004.jpg,"[640, 427]","[342, 175, 554, 387]","['Peace', 'Pleasure']","[6, 4, 7]",Female,Adult
2467,framesdb/images,frame_ljbegaqddjfg1rwb.jpg,"[909, 614]","[545, 115, 695, 329]","['Annoyance', 'Aversion', 'Disquietment']","[8, 2, 8]",Male,Adult
2468,mscoco/images,COCO_val2014_000000123213.jpg,"[640, 392]","[243, 175, 445, 381]","['Anticipation', 'Engagement']","[7, 7, 8]",Male,Adult
2469,mscoco/images,COCO_val2014_000000123213.jpg,"[640, 392]","[409, 160, 597, 384]","['Anticipation', 'Engagement', 'Esteem']","[6, 7, 7]",Male,Adult
2470,mscoco/images,COCO_train2014_000000346997.jpg,"[640, 478]","[190, 169, 367, 477]","['Happiness', 'Peace']","[7, 7, 7]",Male,Adult
